일,미디어소스,캠페인,그룹,소재,클릭,회원가입,구매,구매매출
2025-01-22,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,297,18,8,589474
2025-01-22,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,387,25,12,879425
2025-01-22,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,561,31,14,812544
2025-01-22,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,319,13,7,587252
2025-01-22,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,919,202,142,8970160
2025-01-22,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,1041,170,75,5721554
2025-01-22,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,757,104,45,2820377
2025-01-22,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,248,23,10,1166145
2025-01-22,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,380,34,25,2100441
2025-01-22,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,236,26,15,1116671
2025-01-22,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,358,36,16,1246801
2025-01-22,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,419,34,15,1696865
2025-01-22,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,621,43,27,2816578
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,801,58,19,911304
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,862,92,16,1363720
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1477,160,53,2920442
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1431,136,36,2955697
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,908,106,17,1301225
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1246,171,44,2343934
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1395,154,37,1473207
2025-01-23,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1152,120,40,2775749
2025-01-23,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1465,157,64,4071373
2025-01-23,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,1032,128,66,5160103
2025-01-23,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,1437,128,36,2521118
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,843,56,21,1587559
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1566,91,49,3632198
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1204,74,26,1259775
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,893,61,16,1115540
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1109,90,27,1800715
2025-01-23,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1456,100,22,1424837
2025-01-23,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,695,37,9,544798
2025-01-23,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,728,40,7,308804
2025-01-23,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,562,45,11,501321
2025-01-23,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,531,46,11,865051
2025-01-23,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,936,46,14,765751
2025-01-23,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,1110,77,15,578628
2025-01-23,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,232,11,4,296635
2025-01-23,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,150,6,2,191976
2025-01-23,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,212,7,3,292356
2025-01-23,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,399,18,6,634176
2025-01-23,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,616,32,21,1357569
2025-01-23,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,439,17,8,575625
2025-01-23,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,1413,352,115,9841411
2025-01-23,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,839,112,53,4108346
2025-01-23,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,926,111,47,3182232
2025-01-23,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,385,29,25,2390046
2025-01-23,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,178,9,5,552893
2025-01-23,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,287,15,10,1039298
2025-01-23,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,538,35,21,1905220
2025-01-23,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,653,60,51,4144948
2025-01-23,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,559,39,19,1965063
2025-01-24,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1522,103,23,1285902
2025-01-24,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1007,78,19,1493273
2025-01-24,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1325,137,53,3307036
2025-01-24,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1016,94,19,1000340
2025-01-24,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1415,109,29,1745420
2025-01-24,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1099,90,30,1228867
2025-01-24,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1298,97,31,1613820
2025-01-24,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,864,59,24,1376268
2025-01-24,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1319,140,58,4415700
2025-01-24,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,753,67,36,3218302
2025-01-24,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,908,71,40,3022677
2025-01-24,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,813,55,17,1183980
2025-01-24,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1343,90,35,2082751
2025-01-24,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1209,96,54,3075152
2025-01-24,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1745,105,31,2334191
2025-01-24,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1855,147,62,3002641
2025-01-24,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1206,112,36,2137925
2025-01-24,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,358,26,4,159081
2025-01-24,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,560,31,6,264446
2025-01-24,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,558,39,9,492924
2025-01-24,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,716,56,10,533697
2025-01-24,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,902,52,12,690695
2025-01-24,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,418,31,7,363353
2025-01-24,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,294,14,4,333846
2025-01-24,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,171,5,2,165533
2025-01-24,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,404,16,9,548842
2025-01-24,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,539,23,11,965661
2025-01-24,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,582,39,16,1523299
2025-01-24,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,365,15,9,704308
2025-01-24,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,953,267,102,7463610
2025-01-24,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,590,62,23,1319312
2025-01-24,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,791,102,37,1848082
2025-01-24,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,430,35,27,3005082
2025-01-24,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,410,30,30,2188686
2025-01-24,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,213,17,12,841307
2025-01-24,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,401,41,38,2760826
2025-01-24,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,542,30,15,1672485
2025-01-24,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,593,50,31,2118676
2025-01-25,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,886,82,27,1625120
2025-01-25,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,918,85,36,1971981
2025-01-25,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,961,108,32,1751998
2025-01-25,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,966,117,53,3329753
2025-01-25,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,963,103,31,1580222
2025-01-25,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,960,129,44,3203459
2025-01-25,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1393,187,46,3292233
2025-01-25,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,903,92,36,2314500
2025-01-25,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,832,102,75,4286231
2025-01-25,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,1215,134,92,4303046
2025-01-25,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,797,64,35,2010776
2025-01-25,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,967,61,42,2993471
2025-01-25,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,970,106,58,3350025
2025-01-25,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,735,73,33,2489199
2025-01-25,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,851,88,39,2617174
2025-01-25,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,953,93,47,3032796
2025-01-25,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1251,64,39,2894262
2025-01-25,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,317,14,4,199023
2025-01-25,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,390,32,10,571916
2025-01-25,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,393,21,5,239119
2025-01-25,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,547,28,6,386143
2025-01-25,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,776,31,10,579666
2025-01-25,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,524,25,9,702461
2025-01-25,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,201,8,3,251035
2025-01-25,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,233,9,6,479333
2025-01-25,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,269,13,9,719342
2025-01-25,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,391,23,16,1328311
2025-01-25,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,207,10,7,404104
2025-01-25,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,199,10,6,335263
2025-01-25,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,528,105,93,8140129
2025-01-25,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,487,76,52,2532507
2025-01-25,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,483,63,44,2958952
2025-01-25,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,190,22,23,3068700
2025-01-25,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,202,11,9,922237
2025-01-25,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,208,17,14,1424061
2025-01-25,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,284,15,10,888097
2025-01-25,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,398,48,48,6791332
2025-01-25,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,229,24,17,1730652
2025-01-26,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1478,147,37,2015464
2025-01-26,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1063,102,22,1092547
2025-01-26,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,666,44,7,419626
2025-01-26,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1057,133,34,1687328
2025-01-26,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1185,115,36,2174760
2025-01-26,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,850,91,23,1621178
2025-01-26,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1121,97,21,1241513
2025-01-26,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1292,116,27,1874624
2025-01-26,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1031,67,21,1309036
2025-01-26,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,801,97,46,2446032
2025-01-26,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,928,100,41,2514345
2025-01-26,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,554,31,8,508191
2025-01-26,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,1220,115,55,3445563
2025-01-26,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1426,99,27,1568013
2025-01-26,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1074,84,21,1328947
2025-01-26,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1322,119,48,2168701
2025-01-26,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,762,91,28,2290342
2025-01-26,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,612,39,11,505665
2025-01-26,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,583,24,5,286361
2025-01-26,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,454,32,7,364437
2025-01-26,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,404,16,2,146489
2025-01-26,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,407,26,4,261345
2025-01-26,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,577,39,7,335426
2025-01-26,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,248,10,3,270096
2025-01-26,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,185,9,3,180997
2025-01-26,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,245,11,4,413069
2025-01-26,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,231,13,5,524057
2025-01-26,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,264,9,6,484061
2025-01-26,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,226,12,7,461652
2025-01-26,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,666,181,63,3776597
2025-01-26,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,934,120,49,2509944
2025-01-26,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,570,56,21,1821162
2025-01-26,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,350,29,22,2450919
2025-01-26,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,207,12,10,1115971
2025-01-26,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,234,19,10,1027533
2025-01-26,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,237,26,16,1305231
2025-01-26,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,414,40,24,2539157
2025-01-26,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,386,33,27,2677617
2025-01-27,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1447,159,38,3012510
2025-01-27,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1523,138,26,2285837
2025-01-27,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1666,175,63,3239851
2025-01-27,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1009,79,25,1261361
2025-01-27,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,1333,181,47,2414452
2025-01-27,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1341,101,32,2114165
2025-01-27,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,1266,95,18,1376016
2025-01-27,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1331,154,41,1896541
2025-01-27,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,900,62,27,1714761
2025-01-27,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,1019,128,73,3153747
2025-01-27,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,703,45,21,1501836
2025-01-27,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,1343,117,42,3256446
2025-01-27,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,2109,187,51,3624819
2025-01-27,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1679,93,23,1833012
2025-01-27,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1209,111,50,3238378
2025-01-27,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1056,89,33,1550589
2025-01-27,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1021,72,28,1530804
2025-01-27,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,545,36,6,270100
2025-01-27,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,444,27,3,167145
2025-01-27,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,689,51,13,716081
2025-01-27,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,750,59,15,1085099
2025-01-27,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,708,43,12,511273
2025-01-27,Facebook Ads,META_CMP_02_룩얼라이크,유사타겟,CRS_특가_겨울_v1,499,28,6,384010
2025-01-27,Facebook Ads,META_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,286,11,4,324722
2025-01-27,Facebook Ads,META_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,207,12,6,651700
2025-01-27,Facebook Ads,META_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,243,14,4,310217
2025-01-27,Facebook Ads,META_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,545,30,15,752752
2025-01-27,Facebook Ads,META_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,367,13,5,401151
2025-01-27,Facebook Ads,META_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,560,28,10,833543
2025-01-27,naver_search,NVR_CMP_01_브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,983,246,127,9043185
2025-01-27,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,579,101,28,2601677
2025-01-27,naver_search,NVR_CMP_02_일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,489,84,31,2704588
2025-01-27,naver_search,NVR_CMP_03_재구매,VIP,IMG_배송혜택_겨울_A_v1,213,20,11,1309122
2025-01-27,naver_search,NVR_CMP_03_재구매,VIP,VID_적립혜택_겨울_B_v1,249,20,13,1310899
2025-01-27,naver_search,NVR_CMP_03_재구매,VIP,CRS_신상품_겨울_v1,309,24,15,2351451
2025-01-27,naver_search,NVR_CMP_03_재구매,윈백,IMG_배송혜택_겨울_A_v1,429,43,27,2925221
2025-01-27,naver_search,NVR_CMP_03_재구매,윈백,VID_적립혜택_겨울_B_v1,389,36,26,2165406
2025-01-27,naver_search,NVR_CMP_03_재구매,윈백,CRS_신상품_겨울_v1,484,49,40,3827065
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,1403,123,29,1696010
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,1409,131,30,1791746
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,1352,111,26,1873152
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,논타겟,IMG_적립혜택_겨울_v2,1091,113,39,2434425
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,717,70,25,1838918
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,1376,183,61,2962952
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,2194,225,78,3682512
2025-01-28,googleadwords_int,GGL_CMP_01_플러스가입,유사타겟,IMG_적립혜택_겨울_v2,1672,183,37,1519362
2025-01-28,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,1382,146,64,3029849
2025-01-28,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,830,94,42,2901911
2025-01-28,googleadwords_int,GGL_CMP_02_리타겟팅,리마케팅,CRS_특가_겨울_v1,996,125,38,2499427
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,논타겟,VID_적립혜택_겨울_A_v1,896,87,30,2226797
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,논타겟,IMG_적립혜택_겨울_B_v1,866,75,21,1365282
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,논타겟,CRS_할인쿠폰_겨울_v1,1082,118,40,2830507
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,VID_적립혜택_겨울_A_v1,1825,137,37,3138375
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,1125,78,31,1823558
2025-01-28,googleadwords_int,GGL_CMP_03_첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,1470,146,68,3333628
2025-01-28,Facebook Ads,META_CMP_01_신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,458,24,7,407734
2025-01-28,Facebook Ads,META_CMP_01_신규유저,논타겟,IMG_적립혜택_겨울_B_v1,411,30,8,450059
2025-01-28,Facebook Ads,META_CMP_01_신규유저,논타겟,CRS_플러스멤버십_겨울_v1,476,27,5,279647
