일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2025-01-26,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,27165,634,100252,51,9,392873
2025-01-26,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,9010,269,31759,12,5,321003
2025-01-26,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,10489,201,37634,11,4,226544
2025-01-26,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,11581,260,41609,14,6,511031
2025-01-26,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,14901,249,64059,17,8,633254
2025-01-26,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,12227,293,52700,14,8,535626
2025-01-26,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,15374,263,53069,17,9,584685
2025-01-26,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,4971,767,42542,210,80,4924215
2025-01-26,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,10446,1024,76912,141,70,3485998
2025-01-26,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,10038,628,67355,80,30,2262435
2025-01-26,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,5222,364,47486,35,29,2871269
2025-01-26,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,3284,228,27927,17,13,1211157
2025-01-26,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,4032,259,30852,27,14,1225466
2025-01-26,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,4769,245,40366,29,21,1497094
2025-01-26,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,5846,440,44107,51,35,2960278
2025-01-26,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,6150,407,46037,44,36,2934718
2025-01-27,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,59789,1522,325124,195,55,3822711
2025-01-27,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,70021,1750,403212,192,37,2494941
2025-01-27,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,54221,1723,355631,238,73,3687009
2025-01-27,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,52361,1063,300876,95,30,1380127
2025-01-27,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,49098,1511,256821,228,64,3167532
2025-01-27,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,43848,1432,270940,136,38,2329425
2025-01-27,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,50365,1308,282169,113,24,1537784
2025-01-27,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,57322,1551,296620,194,54,2580742
2025-01-27,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,24647,1008,124618,83,31,1876769
2025-01-27,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,28077,1102,127736,145,83,3822678
2025-01-27,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,31004,796,183994,65,28,1938391
2025-01-27,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,49539,1435,233152,132,58,4428663
2025-01-27,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,69783,2167,414986,226,63,4918847
2025-01-27,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,56697,1797,283208,117,32,2040160
2025-01-27,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,70558,1257,319048,131,60,3873547
2025-01-27,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,40220,1165,238503,100,37,1944999
2025-01-27,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,44890,1079,203236,81,33,1823928
2025-01-27,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,54371,624,248438,51,8,314952
2025-01-27,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,35554,504,155666,34,5,191155
2025-01-27,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,38395,776,143217,61,17,922568
2025-01-27,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,46983,847,162125,80,22,1173148
2025-01-27,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,35209,725,130769,51,15,627106
2025-01-27,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,32278,580,110285,38,8,466018
2025-01-27,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,15342,334,52694,15,6,409466
2025-01-27,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,9016,224,43822,15,9,728857
2025-01-27,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,12101,270,55484,17,6,344576
2025-01-27,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,26518,606,114610,35,17,1006767
2025-01-27,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,14891,411,73824,17,7,503987
2025-01-27,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,23006,629,108617,37,14,1020034
2025-01-27,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,8675,1147,82333,272,172,10662009
2025-01-27,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,11194,669,78082,121,40,3061628
2025-01-27,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,9194,572,59974,99,46,3108524
2025-01-27,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,4619,230,39589,26,16,1609840
2025-01-27,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,5435,267,40450,23,19,1662368
2025-01-27,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,6333,333,48802,34,23,2568868
2025-01-27,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,11224,469,93708,53,37,3823207
2025-01-27,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,10785,453,94089,40,36,2622402
2025-01-27,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,9401,565,72744,61,51,4709576
2025-01-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,47383,1565,239035,154,35,2278856
2025-01-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,46454,1455,294356,156,38,2200397
2025-01-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,52322,1498,325387,135,37,2418036
2025-01-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,47967,1171,219656,130,45,2692814
2025-01-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,39011,828,194252,100,33,2126139
2025-01-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,71167,1525,448860,223,74,3977138
2025-01-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,68115,2320,388341,290,101,4569647
2025-01-28,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,53341,1761,268649,203,42,2059885
2025-01-28,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,40832,1509,212887,177,73,4092463
2025-01-28,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,28987,917,163518,122,57,3831072
2025-01-28,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,25935,1078,156030,150,55,3205191
2025-01-28,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,42412,916,227567,101,34,2589447
2025-01-28,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,43153,889,269505,92,25,1892546
2025-01-28,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,65972,1180,319760,134,54,3809468
2025-01-28,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,61808,1864,332384,160,53,3951214
2025-01-28,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,41109,1208,246662,97,37,2099833
2025-01-28,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,48888,1533,261719,173,79,4582410
2025-01-28,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,45389,518,162944,33,9,466490
2025-01-28,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,36521,484,176449,43,11,589241
2025-01-28,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,33888,522,128841,33,7,357139
2025-01-28,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,35243,555,147136,50,11,516681
2025-01-28,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,48425,760,241569,52,14,576515
2025-01-28,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,47161,988,196788,89,22,1062337
2025-01-28,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,14738,253,68629,12,5,334551
2025-01-28,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,14325,302,67831,14,6,437977
2025-01-28,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,13456,282,58888,11,6,484326
2025-01-28,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,21666,554,91676,28,11,649384
2025-01-28,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,26174,550,97426,35,22,1209386
2025-01-28,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,20809,386,80457,18,10,620695
2025-01-28,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,7008,1082,50906,195,76,6017987
2025-01-28,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,13392,858,117244,157,49,3350445
2025-01-28,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,10891,724,78913,123,46,2696906
2025-01-28,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,6720,400,48268,27,18,1557435
2025-01-28,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,6939,380,49564,33,23,2238781
2025-01-28,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,4328,308,34483,25,13,1250542
2025-01-28,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,10444,520,77251,45,24,2001375
2025-01-28,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,10377,714,84530,60,45,3753349
2025-01-28,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,6739,300,58209,26,21,1605971
2025-01-29,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,39789,1044,190016,144,38,2454698
2025-01-29,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,48209,1661,283888,196,56,3036312
2025-01-29,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,58761,1823,325691,181,47,3278041
2025-01-29,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,55804,1837,246743,204,43,1971284
2025-01-29,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,56245,1389,255039,159,34,1823673
2025-01-29,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,47561,1559,300101,191,45,2752819
2025-01-29,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,41056,893,246642,90,20,936277
2025-01-29,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,63975,1856,320510,257,84,5240227
2025-01-29,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,24908,1030,117623,88,48,2538805
2025-01-29,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,36263,1137,199476,94,43,2338168
2025-01-29,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,33607,1446,210139,198,112,7495503
2025-01-29,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,64535,1792,363164,155,54,2654920
2025-01-29,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,45554,1179,300446,134,48,2583116
2025-01-29,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,38685,857,178223,71,23,1754378
2025-01-29,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,39949,1115,198015,107,53,3885196
2025-01-29,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,54679,1345,345837,139,64,3171542
2025-01-29,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,67240,1309,357923,142,40,2707348
2025-01-29,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,34293,593,116185,49,13,568044
2025-01-29,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,42411,868,171227,73,18,683297
2025-01-29,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,40573,568,149868,39,7,374553
2025-01-29,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,38004,712,172149,57,13,535473
2025-01-29,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,53737,1122,251762,71,16,645609
2025-01-29,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,52117,764,241291,45,8,442735
2025-01-29,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,10243,294,37464,14,7,438541
2025-01-29,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,12219,308,58130,12,7,467032
2025-01-29,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,14950,412,55442,25,12,979718
2025-01-29,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,20592,346,73178,21,8,467662
2025-01-29,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,15126,396,66819,27,9,611273
2025-01-29,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,18559,425,68163,16,9,621869
2025-01-29,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,7663,955,57329,253,116,10168920
2025-01-29,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,12002,1132,113452,166,45,2946525
2025-01-29,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,10320,1072,90877,130,45,3571079
2025-01-29,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,5266,246,33717,18,15,1237734
2025-01-29,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,4572,297,41633,26,17,1434808
2025-01-29,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,5945,416,51483,46,24,1800408
2025-01-29,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,10726,714,83220,64,33,2990876
2025-01-29,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,10446,563,78215,64,47,4796965
2025-01-29,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,7440,418,55701,43,28,2290608
2025-01-30,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,52417,1150,309320,161,42,1943449
2025-01-30,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,38903,953,220358,103,27,1548958
2025-01-30,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,47035,1397,269416,193,50,2712634
2025-01-30,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,64421,2282,358810,248,73,3513902
2025-01-30,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,65323,2041,352808,174,40,1893706
2025-01-30,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,46826,1162,236542,161,44,2152261
2025-01-30,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,58160,1462,260589,195,44,2037696
2025-01-30,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,47564,1678,281378,166,53,3548892
2025-01-30,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,30481,840,199622,98,54,2943140
2025-01-30,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,31466,785,204239,72,35,2389815
2025-01-30,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,28267,872,156342,114,43,2836763
2025-01-30,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,63146,1842,316303,182,75,5693987
2025-01-30,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,52172,1014,260209,96,48,2785167
2025-01-30,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,47998,1352,298516,128,53,3092271
2025-01-30,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,49930,1206,270435,124,39,2710741
2025-01-30,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,70434,1899,396890,155,49,3831421
2025-01-30,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,39475,1060,188170,86,32,2512759
2025-01-30,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,35314,716,126468,53,14,541675
2025-01-30,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,33409,631,153477,41,8,428873
2025-01-30,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,32062,639,159451,51,10,486922
2025-01-30,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,50218,876,246679,54,11,563023
2025-01-30,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,39060,767,195172,55,14,745542
2025-01-30,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,47850,1091,186904,71,18,895066
2025-01-30,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,13765,332,66218,22,8,529284
2025-01-30,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,11259,230,54749,10,4,247974
2025-01-30,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,12601,226,55126,11,6,354668
2025-01-30,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,23228,663,116895,45,16,1084387
2025-01-30,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,22853,545,77697,30,17,1081260
2025-01-30,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,23729,559,105627,29,11,645315
2025-01-30,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,7212,922,54000,276,170,10493062
2025-01-30,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,12536,859,90660,117,43,3182369
2025-01-30,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,9939,702,70639,101,35,2051971
2025-01-30,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,5205,267,45700,28,15,1231908
2025-01-30,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,4761,292,34423,31,24,2704116
2025-01-30,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,4285,303,31734,26,22,1990992
2025-01-30,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,6376,473,47792,40,23,1874934
2025-01-30,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,8780,640,81655,73,61,6308985
2025-01-30,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,8451,375,62998,26,18,1667669
2025-01-31,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,VID_플러스멤버십_겨울_A_v1,57201,1335,283909,178,53,3280551
2025-01-31,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_플러스멤버십_겨울_B_v1,58601,1661,269623,158,51,2333295
2025-01-31,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,CRS_플러스멤버십_겨울_v1,57827,1667,313503,199,62,3271653
2025-01-31,구글,외부,GGL_CMP_01_플러스가입,플러스가입,논타겟,IMG_적립혜택_겨울_v2,45014,1269,219353,147,41,2459882
2025-01-31,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,VID_플러스멤버십_겨울_A_v1,44928,1462,258413,166,31,2007262
2025-01-31,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_플러스멤버십_겨울_B_v1,55468,1938,280624,276,63,3248937
2025-01-31,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,CRS_플러스멤버십_겨울_v1,69708,1902,355668,285,75,3636457
2025-01-31,구글,외부,GGL_CMP_01_플러스가입,플러스가입,유사타겟,IMG_적립혜택_겨울_v2,53125,1581,296698,149,46,2989008
2025-01-31,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,VID_할인쿠폰_겨울_A_v1,25137,774,144310,87,31,1497320
2025-01-31,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,IMG_할인쿠폰_겨울_B_v1,26211,1168,171906,137,72,4711914
2025-01-31,구글,외부,GGL_CMP_02_리타겟팅,리타겟팅,리마케팅,CRS_특가_겨울_v1,29111,801,149461,78,40,2254678
2025-01-31,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,VID_적립혜택_겨울_A_v1,51834,1660,268394,176,88,6301083
2025-01-31,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,IMG_적립혜택_겨울_B_v1,48228,1114,246352,117,40,2613566
2025-01-31,구글,외부,GGL_CMP_03_첫구매,첫구매,논타겟,CRS_할인쿠폰_겨울_v1,42025,888,215003,78,34,2128863
2025-01-31,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,68493,1699,343582,162,58,2985176
2025-01-31,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,42164,822,255076,66,29,1766586
2025-01-31,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,41404,876,234347,91,30,1933907
2025-01-31,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,49204,898,191278,76,21,979548
2025-01-31,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,37791,677,171678,40,10,370075
2025-01-31,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,30610,504,149800,35,5,232241
2025-01-31,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,41798,786,184987,69,17,1050284
2025-01-31,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,31610,713,138605,71,20,1136215
2025-01-31,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,48021,942,167242,78,17,868107
